제품유형,화면,질문,답,다음화면,비고,컨트롤,값
액체내분말,q028_5_066_5_114_5_handlingcontaminatedobjects,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,처리/오염된 물체를 다루는 활동 (표면 1-3 m2),q028_7_066_7_114_7_handlingcontaminatedobjectscontaminationlevel,,ctl00$cphMain$HCO,rbMSq1To3
액체내분말,q028_5_066_5_114_5_handlingcontaminatedobjects,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,처리/오염된 물체를 다루는 활동 (표면 <0.1 m2),q028_7_066_7_114_7_handlingcontaminatedobjectscontaminationlevel,,ctl00$cphMain$HCO,rbCmSqLT1000
액체내분말,q028_5_066_5_114_5_handlingcontaminatedobjects,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,처리/오염된 물체를 다루는 활동 (표면 <0.1 m2),,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$HCO,rbCmSqLT1000
액체내분말,q028_5_066_5_114_5_handlingcontaminatedobjects,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,처리/오염된 물체를 다루는 활동 (표면 > 3 m2),q028_7_066_7_114_7_handlingcontaminatedobjectscontaminationlevel,,ctl00$cphMain$HCO,rbMSqGT3
액체내분말,q028_5_066_5_114_5_handlingcontaminatedobjects,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,처리/오염된 물체를 다루는 활동 (표면 > 3 m2),q028_7_066_7_114_7_handlingcontaminatedobjectscontaminationlevel,,ctl00$cphMain$HCO,rbMSqGT3
액체내분말,q028_7_066_7_114_7_handlingcontaminatedobjectscontaminationlevel,물체 표면의 오염 정도는 어떻습니까?,표면의 10-90 % 오염,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$Contamination,rbPercent10To90
액체내분말,q028_7_066_7_114_7_handlingcontaminatedobjectscontaminationlevel,물체 표면의 오염 정도는 어떻습니까?,표면의 10-90 % 오염,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$Contamination,rbPercent10To90
액체내분말,q028_7_066_7_114_7_handlingcontaminatedobjectscontaminationlevel,물체 표면의 오염 정도는 어떻습니까?,표면의 < 10 % 오염,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$Contamination,rbPercentLT10
액체내분말,q028_7_066_7_114_7_handlingcontaminatedobjectscontaminationlevel,물체 표면의 오염 정도는 어떻습니까?,표면의 < 10 % 오염,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$Contamination,rbPercentLT10
액체내분말,q028_7_066_7_114_7_handlingcontaminatedobjectscontaminationlevel,물체 표면의 오염 정도는 어떻습니까?,표면의 > 90 % 오염,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$Contamination,rbPercentGT90
액체내분말,q028_7_066_7_114_7_handlingcontaminatedobjectscontaminationlevel,물체 표면의 오염 정도는 어떻습니까?,표면의 > 90 % 오염,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$Contamination,rbPercentGT90
액체내분말,q029_067_115_spreadingliquidproducts,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,표면 또는 가공물에 대한 액체 도포 0.1 - 0.3 m2 / hour,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$SLP,rbCmSqPerHour1000To3000
액체내분말,q029_067_115_spreadingliquidproducts,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,표면 또는 가공물에 대한 액체 도포 0.1 - 0.3 m2 / hour,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$SLP,rbCmSqPerHour1000To3000
액체내분말,q029_067_115_spreadingliquidproducts,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,표면 또는 가공물에 대한 액체 도포 0.3 - 1 m² / hour,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$SLP,rbCmSqPerHour3000To10000
액체내분말,q029_067_115_spreadingliquidproducts,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,표면 또는 가공물에 대한 액체 도포 0.3 - 1 m² / hour,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$SLP,rbCmSqPerHour3000To10000
액체내분말,q029_067_115_spreadingliquidproducts,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,표면 또는 가공물에 대한 액체 도포 1 - 3 m² / hour,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$SLP,rbMSqPerHour1To3
액체내분말,q029_067_115_spreadingliquidproducts,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,표면 또는 가공물에 대한 액체 도포 1 - 3 m² / hour,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$SLP,rbMSqPerHour1To3
액체내분말,q029_067_115_spreadingliquidproducts,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,표면 또는 가공물에 대한 액체 도포 < 0.1 m2 / hour,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$SLP,rbCmSqPerHourLT1000
액체내분말,q029_067_115_spreadingliquidproducts,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,표면 또는 가공물에 대한 액체 도포 < 0.1 m2 / hour,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$SLP,rbCmSqPerHourLT1000
액체내분말,q029_067_115_spreadingliquidproducts,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,표면 또는 가공물에 대한 액체 도포 > 3 m2 / hour,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$SLP,rbMSqPerHourGT3
액체내분말,q029_067_115_spreadingliquidproducts,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,표면 또는 가공물에 대한 액체 도포 > 3 m2 / hour,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$SLP,rbMSqPerHourGT3
액체내분말,q030_068_116_liquidshighspeedprocesses,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,고속 운동이 수반되는 대규모 활동,q030_5_068_5_116_5_liquidshighspeedprocessescontainmentlevel,,ctl00$cphMain$LHSP,rbLargeScale
액체내분말,q030_068_116_liquidshighspeedprocesses,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,고속 운동이 수반되는 대규모 활동,q030_5_068_5_116_5_liquidshighspeedprocessescontainmentlevel,,ctl00$cphMain$LHSP,rbLargeScale
액체내분말,q030_068_116_liquidshighspeedprocesses,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,고속 운동이 수반되는 소규모 활동,q030_5_068_5_116_5_liquidshighspeedprocessescontainmentlevel,,ctl00$cphMain$LHSP,rbSmallScale
액체내분말,q030_068_116_liquidshighspeedprocesses,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,고속 운동이 수반되는 소규모 활동,q030_5_068_5_116_5_liquidshighspeedprocessescontainmentlevel,,ctl00$cphMain$LHSP,rbSmallScale
액체내분말,q030_5_068_5_116_5_liquidshighspeedprocessescontainmentlevel,공정의 밀폐 수준은 어떻습니까?,개방 공정: 공정과 작업자 간 격리(작업자) 없음,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$Containment,rbOpenProcess
액체내분말,q030_5_068_5_116_5_liquidshighspeedprocessescontainmentlevel,공정의 밀폐 수준은 어떻습니까?,개방 공정: 공정과 작업자 간 격리(작업자) 없음,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$Containment,rbOpenProcess
액체내분말,q030_5_068_5_116_5_liquidshighspeedprocessescontainmentlevel,공정의 밀폐 수준은 어떻습니까?,제품과 주변 공기의 접촉을 줄이는 취급,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$Containment,rbReducedContact
액체내분말,q030_5_068_5_116_5_liquidshighspeedprocessescontainmentlevel,공정의 밀폐 수준은 어떻습니까?,제품과 주변 공기의 접촉을 줄이는 취급,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$Containment,rbReducedContact
액체내분말,q032_070_118_bottomloading,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,0.1 - 1 l/minute,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$BL,rbMlPerMin100To1000
액체내분말,q032_070_118_bottomloading,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,0.1 - 1 l/minute,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$BL,rbMlPerMin100To1000
액체내분말,q032_070_118_bottomloading,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,1 - 10 l/minute,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$BL,rbLPerMin1To10
액체내분말,q032_070_118_bottomloading,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,1 - 10 l/minute,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$BL,rbLPerMin1To10
액체내분말,q032_070_118_bottomloading,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,10 - 100 l/minute,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$BL,rbLPerMin10To100
액체내분말,q032_070_118_bottomloading,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,10 - 100 l/minute,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$BL,rbLPerMin10To100
액체내분말,q032_070_118_bottomloading,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,100 - 1000 l/minute,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$BL,rbLPerMin100To1000
액체내분말,q032_070_118_bottomloading,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,100 - 1000 l/minute,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$BL,rbLPerMin100To1000
액체내분말,q032_070_118_bottomloading,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,< 0.1 l/minute,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$BL,rbMlPerMinLT100
액체내분말,q032_070_118_bottomloading,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,< 0.1 l/minute,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$BL,rbMlPerMinLT100
액체내분말,q032_070_118_bottomloading,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,> 1000 l/minute,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$BL,rbLPerMinGT1000
액체내분말,q032_070_118_bottomloading,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,> 1000 l/minute,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$BL,rbLPerMinGT1000
액체내분말,q033_071_119_fallingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,0.1 - 1 l/minute,q033_5_071_5_119_5_fallingliquidscontainmentlevel,,ctl00$cphMain$BL,rbMlPerMin100To1000
액체내분말,q033_071_119_fallingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,0.1 - 1 l/minute,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$BL,rbMlPerMin100To1000
액체내분말,q033_071_119_fallingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,1 - 10 l/minute,q033_5_071_5_119_5_fallingliquidscontainmentlevel,,ctl00$cphMain$BL,rbLPerMin1To10
액체내분말,q033_071_119_fallingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,1 - 10 l/minute,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$BL,rbLPerMin1To10
액체내분말,q033_071_119_fallingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,10 - 100 l/minute,q033_5_071_5_119_5_fallingliquidscontainmentlevel,,ctl00$cphMain$BL,rbLPerMin10To100
액체내분말,q033_071_119_fallingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,10 - 100 l/minute,q033_5_071_5_119_5_fallingliquidscontainmentlevel,,ctl00$cphMain$BL,rbLPerMin10To100
액체내분말,q033_071_119_fallingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,100 - 1000 l/minute,q033_5_071_5_119_5_fallingliquidscontainmentlevel,,ctl00$cphMain$BL,rbLPerMin100To1000
액체내분말,q033_071_119_fallingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,100 - 1000 l/minute,q033_5_071_5_119_5_fallingliquidscontainmentlevel,,ctl00$cphMain$BL,rbLPerMin100To1000
액체내분말,q033_071_119_fallingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,< 0.1 l/minute,q033_5_071_5_119_5_fallingliquidscontainmentlevel,,ctl00$cphMain$BL,rbMlPerMinLT100
액체내분말,q033_071_119_fallingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,< 0.1 l/minute,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$BL,rbMlPerMinLT100
액체내분말,q033_071_119_fallingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,> 1000 l/minute,q033_5_071_5_119_5_fallingliquidscontainmentlevel,,ctl00$cphMain$BL,rbLPerMinGT1000
액체내분말,q033_071_119_fallingliquids,아래 상황 중 귀하의 활동을 가장 잘 나타내는 것은 무엇입니까?,> 1000 l/minute,q033_5_071_5_119_5_fallingliquidscontainmentlevel,,ctl00$cphMain$BL,rbLPerMinGT1000
액체내분말,q033_5_071_5_119_5_fallingliquidscontainmentlevel,공정의 밀폐 수준은 어떻습니까?,개방 공정,q034_072_120_transferloadingtype,,ctl00$cphMain$Containment,rbOpenProcess
액체내분말,q033_5_071_5_119_5_fallingliquidscontainmentlevel,공정의 밀폐 수준은 어떻습니까?,개방 공정,q034_072_120_transferloadingtype,,ctl00$cphMain$Containment,rbOpenProcess
액체내분말,q033_5_071_5_119_5_fallingliquidscontainmentlevel,공정의 밀폐 수준은 어떻습니까?,제품과 주변 공기의 접촉을 줄이는 취급,q034_072_120_transferloadingtype,,ctl00$cphMain$Containment,rbReducedContact
액체내분말,q033_5_071_5_119_5_fallingliquidscontainmentlevel,공정의 밀폐 수준은 어떻습니까?,제품과 주변 공기의 접촉을 줄이는 취급,q034_072_120_transferloadingtype,,ctl00$cphMain$Containment,rbReducedContact
액체내분말,q034_072_120_transferloadingtype,액체 이송을 상부 낙하식(splash) 적재 또는 침적식(submerged) 적재로 수행합니까?,상부 낙하식 적재 — 액체 주입구가 저장조 상부에 위치하여 액체가 자유롭게 튀는 방식,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$TLT,rbSplash
액체내분말,q034_072_120_transferloadingtype,액체 이송을 상부 낙하식(splash) 적재 또는 침적식(submerged) 적재로 수행합니까?,상부 낙하식 적재 — 액체 주입구가 저장조 상부에 위치하여 액체가 자유롭게 튀는 방식,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$TLT,rbSplash
액체내분말,q034_072_120_transferloadingtype,액체 이송을 상부 낙하식(splash) 적재 또는 침적식(submerged) 적재로 수행합니까?,침적식 적재 — 액체 주입구가 액면 아래에 위치하여 에어로졸 생성량을 줄이는 방식,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$TLT,rbSubmerged
액체내분말,q034_072_120_transferloadingtype,액체 이송을 상부 낙하식(splash) 적재 또는 침적식(submerged) 적재로 수행합니까?,침적식 적재 — 액체 주입구가 액면 아래에 위치하여 에어로졸 생성량을 줄이는 방식,q042_080_130_primarylocalizedcontrols,,ctl00$cphMain$TLT,rbSubmerged
액체내분말,q042_080_130_primarylocalizedcontrols,일반 제어수단,국소 제어 없음,q045_081_surfacecontamination,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbNoLocalizedControls
액체내분말,q042_080_130_primarylocalizedcontrols,일반 제어수단,국소 제어 없음,q043_131_segregation,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbNoLocalizedControls
액체내분말,q042_080_130_primarylocalizedcontrols,일반 제어수단,국소배기장치(LEV),,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbLEV
액체내분말,q042_080_130_primarylocalizedcontrols,일반 제어수단,국소배기장치(LEV),,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbLEV
액체내분말,q042_080_130_primarylocalizedcontrols,일반 제어수단,글로브 박스 및 글로브 백,,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbGlove
액체내분말,q042_080_130_primarylocalizedcontrols,일반 제어수단,글로브 박스 및 글로브 백,,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbGlove
액체내분말,q042_080_130_primarylocalizedcontrols,일반 제어수단,밀폐 — 배기 없음,q042_5_080_5_130_5_secondarylocalizedcontrols,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbContainment
액체내분말,q042_080_130_primarylocalizedcontrols,일반 제어수단,밀폐 — 배기 없음,q042_5_080_5_130_5_secondarylocalizedcontrols,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbContainment
액체내분말,q042_080_130_primarylocalizedcontrols,일반 제어수단,증기 회수 시스템,q042_5_080_5_130_5_secondarylocalizedcontrols,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbVapourRecoverySystem
액체내분말,q042_080_130_primarylocalizedcontrols,일반 제어수단,증기 회수 시스템,q042_5_080_5_130_5_secondarylocalizedcontrols,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbVapourRecoverySystem
액체내분말,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,2차 국소 제어 없음,q045_081_surfacecontamination,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbNoLocalizedControls
액체내분말,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,2차 국소 제어 없음,q043_131_segregation,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbNoLocalizedControls
액체내분말,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,국소배기장치(LEV),,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbLEV
액체내분말,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,국소배기장치(LEV),,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbLEV
액체내분말,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,글로브 박스 및 글로브 백,,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbGlove
액체내분말,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,글로브 박스 및 글로브 백,,막힘(검증오류),ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbGlove
액체내분말,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,밀폐 — 배기 없음,q045_081_surfacecontamination,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbContainment
액체내분말,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,밀폐 — 배기 없음,q043_131_segregation,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbContainment
액체내분말,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,증기 회수 시스템,q045_081_surfacecontamination,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbVapourRecoverySystem
액체내분말,q042_5_080_5_130_5_secondarylocalizedcontrols,일반 제어수단,증기 회수 시스템,q043_131_segregation,,ctl00$cphMain$ctrlLocalizedControls$ControlMeasures,rbVapourRecoverySystem
액체내분말,q043_131_segregation,격리(발생원) 선택,(미수집) rbCompleteNoVentilation,q044_personalenclosure,,ctl00$cphMain$Segregation,rbCompleteNoVentilation
액체내분말,q043_131_segregation,격리(발생원) 선택,(미수집) rbCompleteVentilation,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$Segregation,rbCompleteVentilation
액체내분말,q043_131_segregation,격리(발생원) 선택,(미수집) rbNoSegregation,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$Segregation,rbNoSegregation
액체내분말,q043_131_segregation,격리(발생원) 선택,(미수집) rbPartialNoVentilation,q044_personalenclosure,,ctl00$cphMain$Segregation,rbPartialNoVentilation
액체내분말,q043_131_segregation,격리(발생원) 선택,(미수집) rbPartialVentilation,q044_personalenclosure,,ctl00$cphMain$Segregation,rbPartialVentilation
액체내분말,q044_personalenclosure,Select 격리(작업자),(미수집) rbCompleteNoVentilation,q045_081_surfacecontamination,,ctl00$cphMain$PersonalEnclosure,rbCompleteNoVentilation
액체내분말,q044_personalenclosure,Select 격리(작업자),(미수집) rbCompleteVentilation,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$PersonalEnclosure,rbCompleteVentilation
액체내분말,q044_personalenclosure,Select 격리(작업자),(미수집) rbNoPersonalEnclosure,,가지치기(형제 선택지와 같은 곳),ctl00$cphMain$PersonalEnclosure,rbNoPersonalEnclosure
액체내분말,q044_personalenclosure,Select 격리(작업자),(미수집) rbPartialNoVentilation,q045_081_surfacecontamination,,ctl00$cphMain$PersonalEnclosure,rbPartialNoVentilation
액체내분말,q044_personalenclosure,Select 격리(작업자),(미수집) rbPartialVentilation,q045_081_surfacecontamination,,ctl00$cphMain$PersonalEnclosure,rbPartialVentilation
액체내분말,q045_081_surfacecontamination,"공정이 완전히 밀폐되어 있고, 그 밀폐의 건전성을 정기적으로 점검합니까?",아니오,q084_dispersion,,ctl00$cphMain$Enclosed,rbEnclosedNo
액체내분말,q045_081_surfacecontamination,"공정이 완전히 밀폐되어 있고, 그 밀폐의 건전성을 정기적으로 점검합니까?",아니오,q048_dispersion,,ctl00$cphMain$Enclosed,rbEnclosedNo
액체내분말,q045_081_surfacecontamination,"공정이 완전히 밀폐되어 있고, 그 밀폐의 건전성을 정기적으로 점검합니까?",예,q084_dispersion,,ctl00$cphMain$Enclosed,rbEnclosedYes
액체내분말,q045_081_surfacecontamination,"공정이 완전히 밀폐되어 있고, 그 밀폐의 건전성을 정기적으로 점검합니까?",예,q048_dispersion,,ctl00$cphMain$Enclosed,rbEnclosedYes
액체내분말,q048_dispersion,작업을 실내 또는 실외에서 수행합니까?,(미수집) rbIndoors,,막힘(검증오류),ctl00$cphMain$ctrlDispersion$Site,rbIndoors
액체내분말,q048_dispersion,작업을 실내 또는 실외에서 수행합니까?,(미수집) rbOutdoors,,막힘(검증오류),ctl00$cphMain$ctrlDispersion$Site,rbOutdoors
액체내분말,q084_dispersion,"작업은 실내, 실외, 분무실, 또는 하향 층류 부스 중 어디에서 수행됩니까?",스프레이 룸,q089_0_secondaryfarfieldsources,,ctl00$cphMain$ctrlDispersion$Site,rbSprayRoom
액체내분말,q084_dispersion,"작업은 실내, 실외, 분무실, 또는 하향 층류 부스 중 어디에서 수행됩니까?",실내,q089_0_secondaryfarfieldsources,,ctl00$cphMain$ctrlDispersion$Site,rbIndoors
액체내분말,q084_dispersion,"작업은 실내, 실외, 분무실, 또는 하향 층류 부스 중 어디에서 수행됩니까?",실외,q089_0_secondaryfarfieldsources,,ctl00$cphMain$ctrlDispersion$Site,rbOutdoors
액체내분말,q084_dispersion,"작업은 실내, 실외, 분무실, 또는 하향 층류 부스 중 어디에서 수행됩니까?",하향 층류 부스,q089_0_secondaryfarfieldsources,,ctl00$cphMain$ctrlDispersion$Site,rbBooth
액체내분말,q089_0_secondaryfarfieldsources,"작업자 호흡 영역의 발생원 외에, 작업실 내에 2차 발생원이 존재합니까?",아니오,q002_7_activities,,ctl00$cphMain$FFSES,rbNo
액체내분말,q089_0_secondaryfarfieldsources,"작업자 호흡 영역의 발생원 외에, 작업실 내에 2차 발생원이 존재합니까?",예,q003_090_producttype,,ctl00$cphMain$FFSES,rbYes
고체물체,q007_094_solidweightfraction,고체 물체 내 물질의 질량분율은 얼마입니까?,극미량 (0.01 - 0.1 %),q008_095_solidmaterial,,ctl00$cphMain$ddlFraction,8
고체물체,q007_094_solidweightfraction,고체 물체 내 물질의 질량분율은 얼마입니까?,극히 적음 (0.1 - 0.5 %),q008_095_solidmaterial,,ctl00$cphMain$ddlFraction,7
고체물체,q007_094_solidweightfraction,고체 물체 내 물질의 질량분율은 얼마입니까?,매우 적음 (0.5 - 1 %),q008_095_solidmaterial,,ctl00$cphMain$ddlFraction,6
고체물체,q007_094_solidweightfraction,고체 물체 내 물질의 질량분율은 얼마입니까?,상당량 (10 - 50 %),q008_095_solidmaterial,,ctl00$cphMain$ddlFraction,3
고체물체,q007_094_solidweightfraction,고체 물체 내 물질의 질량분율은 얼마입니까?,소량 (5 - 10 %),q008_095_solidmaterial,,ctl00$cphMain$ddlFraction,4
고체물체,q007_094_solidweightfraction,고체 물체 내 물질의 질량분율은 얼마입니까?,순수 물질 (100%),q008_095_solidmaterial,,ctl00$cphMain$ddlFraction,1
고체물체,q007_094_solidweightfraction,고체 물체 내 물질의 질량분율은 얼마입니까?,적음 (1 - 5 %),q008_095_solidmaterial,,ctl00$cphMain$ddlFraction,5
고체물체,q007_094_solidweightfraction,고체 물체 내 물질의 질량분율은 얼마입니까?,주성분 (50 - 90 %),q008_095_solidmaterial,,ctl00$cphMain$ddlFraction,2
고체물체,q008_095_solidmaterial,고체 물체의 재질은 무엇입니까?,가죽 (현재 ART 의 적용 범위를 벗어납니다),,선택 불가 (ART 미지원),ctl00$cphMain$SolidMaterial,rbLeather
고체물체,q008_095_solidmaterial,고체 물체의 재질은 무엇입니까?,금속,q008_5_095_5_moisturecontent,,ctl00$cphMain$SolidMaterial,rbMetal
고체물체,q008_095_solidmaterial,고체 물체의 재질은 무엇입니까?,기타 (현재 ART 의 적용 범위를 벗어납니다),,선택 불가 (ART 미지원),ctl00$cphMain$SolidMaterial,rbOther
고체물체,q008_095_solidmaterial,고체 물체의 재질은 무엇입니까?,목재,q008_5_095_5_moisturecontent,,ctl00$cphMain$SolidMaterial,rbWood
고체물체,q008_095_solidmaterial,고체 물체의 재질은 무엇입니까?,석재,q008_5_095_5_moisturecontent,,ctl00$cphMain$SolidMaterial,rbStone
고체물체,q008_095_solidmaterial,고체 물체의 재질은 무엇입니까?,유리 (현재 ART 의 적용 범위를 벗어납니다),,선택 불가 (ART 미지원),ctl00$cphMain$SolidMaterial,rbGlass
고체물체,q008_095_solidmaterial,고체 물체의 재질은 무엇입니까?,직물 (현재 ART 의 적용 범위를 벗어납니다),,선택 불가 (ART 미지원),ctl00$cphMain$SolidMaterial,rbTextileFabrics
고체물체,q008_095_solidmaterial,고체 물체의 재질은 무엇입니까?,플라스틱 (현재 ART 의 적용 범위를 벗어납니다),,선택 불가 (ART 미지원),ctl00$cphMain$SolidMaterial,rbPlastic
고체물체,q008_5_095_5_moisturecontent,고체 물체의 수분 함량은 얼마입니까?,건조 고체 물체 (수분 함량 <5 %),q016_nearfieldsource,,ctl00$cphMain$MoistureContent,rbPercentLT5
고체물체,q008_5_095_5_moisturecontent,고체 물체의 수분 함량은 얼마입니까?,수분 함량 5 - 10 %,q016_nearfieldsource,,ctl00$cphMain$MoistureContent,rbPercent5To10
고체물체,q008_5_095_5_moisturecontent,고체 물체의 수분 함량은 얼마입니까?,수분 함량 >10 %,q016_nearfieldsource,,ctl00$cphMain$MoistureContent,rbPercentGT10
고체물체,q016_nearfieldsource,"1차 배출 발생원이 작업자의 호흡 영역(즉, 작업자 머리로부터 모든 방향으로 1미터 이내의 공기 체적) 안에 있습니까?",아니오,q017_055_103_activityclass,,ctl00$cphMain$NFPES,rbNo
